"timestamp","Author","Comment"
"1:07:28","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:29","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:30","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:31","Seth Alexander","hey mike fort"
"1:07:31","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:32","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:33","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:34","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:35","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:35","Fix Falcon","TYPICAL scUM, STEALING!!"
"1:07:40","Mike Fort","hey"
"1:07:59","Seth Alexander","you’re about so cool"
"1:08:00","pumpalies","t gordon where is it at?"
"1:08:11","Mike Fort","Thanks for recognizing."
"1:08:27","Seth Alexander","🤷🏻‍♂"
"1:08:33","T Gordon Mayhall, Jr","It’s in Georgia "
"1:08:36","liverab","ive got penn state over oregon and georgia over bama"
"1:08:51","Mike Fort","Same for both here."
"1:09:07","Lucas Mccarty","Mike Fart"
"1:09:19","Mike Fort","Georgia is the better team, but they've just had the worst luck with Bama lately."
"1:09:22","T Gordon Mayhall, Jr","Penn st or Bama getting Mopped today.."
"1:09:33","Mike Fort","I think they're something like 1-8 in the last 9."
"1:09:35","Mike","I dont look at Bama the same without Saban "
"1:09:44","liverab","i think psu oregon gonna be close but bama georgia nah"
"1:10:02","Kowboykool","Bama "
"1:10:20","Mike Fort","The cash game today will be taking LSU money line over Ole Miss."
"1:10:32","Mike Fort","I honestly can't believe Ole Miss is favored. They're gonna get thumped."
"1:10:33","T Gordon Mayhall, Jr","Aggies vs Auburn / LSU vs Ole Miss… what y’all think? "
"1:10:40","liverab","ole miss and lsu havent proved anything yet"
"1:10:41","Fix Falcon","Will Ohio State cover the spread?"
"1:10:51","liverab","i think it will be close betwene ole miss and lsu"
"1:10:58","Mike Fort","LSU has. Ole Miss has literally limped along."
"1:11:10","The Lost And Unfounds","Run the bal” dude"
"1:11:10","Mike Fort","I'll say 34-24 LSU."
"1:11:11","Kowboykool","Come on bruh yall trying to lose "
"1:11:16","liverab","lsu played a beat down clemson and a beat down florida"
"1:11:17","Mike Fort","I don't think it comes down to the last drive."
"1:11:17","pumpalies","t gordon penn doesnt play bama"
"1:11:19","T Gordon Mayhall, Jr","Clemson has made the LSU win look so bad "
"1:11:28","pumpalies","sorry bama is"
"1:00:23","Mike Fort","He's not winning any awards, but he's functionable."
"1:00:35","Leonard Phillips","8-5 and we beat that so called better team that was 20pt favorite. it's funny osu only wins chips when the ncaa changes about of teams"
"1:00:40","OHIO STATE","bucks 38 huskies 13"
"1:00:46","ifhl75","y'all got them up by 7 so that's not bad"
"1:00:52","ifhl75","the kicker did"
"1:00:55","Mike","I guess that is true. I just keep seeing th IL QB either throw into coverage or late and the WR takes a pop "
"1:01:50","Mike Fort","One thing I know is that a lot of USC fans owe Grinch an apology. Firing him fixed shit on that side of the ball."
"1:02:07","Mike Fort","Riley will never have a top 40 defense, no matter who comes and goes."
"1:02:21","Jeremy B Lügenbuhl ","BYJews vs Miami natty? "
"1:02:35"," why did you seek me","apparently there's a flock of strange birds in the parking lot be careful"
"1:02:59","Mike Fort","Oh good, my first block of the day."
"1:03:08","Kowboykool","Bruh "
"1:03:09","Jeremy B Lügenbuhl ","Awesome "
"1:03:40"," why did you seek me","he's going to the county jail for sure"
"1:03:48","Jeremy B Lügenbuhl ","BYJews in playoffs ? "
"1:04:11","Mike Fort","BYU has played nobody."
"1:04:15","Mike Fort","No clue how good they are."
"1:04:29","Mitch Leon","Thank you fyi furry balls "
"1:04:34","Jeremy B Lügenbuhl ","They play CU today so we’ll know. "
"1:04:46","Mitch Leon","I too have a vibrating buttplug in rn "
"1:04:47","Mike Fort","haha"
"1:04:49"," why did you seek me","Ohio State"
"1:05:07","tylerwademoore","TURNOVER"
"1:05:09","PepeJTrumpHFW","Let's see a turnover."
"1:05:11","TehHammer","pick"
"1:05:11","Kowboykool","Wanna see tech and byu in big 12 championship "
"1:05:26","TehHammer","linebacker drops back to intercept"
"1:05:29","liverab","it was mad satisfying seeing virginia upset fsu"
"1:05:34","TehHammer","bad slant pass"
"1:05:54","Austin ","go pac 12"
"1:05:56","Mike Fort","Bad pass but hell of a play on the DB."
"1:05:57","Kowboykool","😂"
"1:05:57","Micah","pickedddd"
"1:06:03","PepeJTrumpHFW","Turnover!!!"
"1:06:05"," why did you seek me","turn over"
"1:06:06","Mike","is USC really going to lose this game"
"1:06:06","MRBUCKNUTZ","usc is azz"
"1:06:08","scottintrabartolo","Whoops"
"1:06:08","Mike Fort","Dude had cat reflexes for that one."
"1:06:10","T Gordon Mayhall, Jr","What a jinx "
"1:06:14","liverab","terrible choice"
"1:06:22","ZahQuan Riley","is miller moss usc quarterback?"
"1:06:31","Mike Fort","Maivia"
"1:06:36","MRBUCKNUTZ","nah louisville"
"1:06:45","Kenny Johnson University","when an air raid team starts throwing picks, just know its going to be a long day. "
"1:06:47"," why did you seek me","volleyball chics everywhere out here"
"1:06:50","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:06:52","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:06:57","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"57:10","OHIO STATE","has justin herbert even one a playoff game lmaooo"
"57:19","Jeremy B Lügenbuhl ","Could Penn state beat the quakers "
"57:22","Mike Fort","""one a playoff"""
"57:23","OHIO STATE","i think last year was his first one lol"
"57:29","Adog Productionz","at my house, we call him Justin pervert"
"57:31","Leonard Phillips","that's funny considering two of osu coaches left. one got fired for cheating and other ran to the NFL and sucked so bad he didn't even coach a full season"
"57:31","scottintrabartolo","Last year"
"57:35","MRBUCKNUTZ","🏃"
"57:40","Mike Fort","Yeah, it's almost like Harbaugh just got there or something...."
"57:40","PepeJTrumpHFW","It would seem USC is giving up yards up the middle."
"57:52","OHIO STATE","he’s a runner he’s a trackstar lol"
"57:59","Jeremy B Lügenbuhl ","Wow usc not top 3"
"58:02","MRBUCKNUTZ","😂"
"58:04","Mike Fort","Chargers were 5-12 before he got there. Now they're 3-0 after 3 games, with a 2 game lead in a division that has the Chiefs."
"58:05","Kowboykool","USC defense on barbecue chicken 🚨 "
"58:14","Mike Fort","WOW USC SPOTTING"
"58:14","Mike","Does the QB on IL think that it only counts if he throws where his guy will get hit "
"58:17","The Lost And Unfounds","Michigan definitely going 11-1"
"58:19","PepeJTrumpHFW","Clobbered!"
"58:20","Mike Fort","You don't see that often."
"58:21","Adog Productionz","sac in his mouth"
"58:22","Jeremy B Lügenbuhl ","Maybe usc top 3"
"58:22","DashTheEsper","That man got blapped"
"58:22","Mike","Big Time Sack"
"58:22","Gdinky","damn"
"58:27","Kowboykool","How damn "
"58:28","Fix Falcon","WOAWOOAOA!!"
"58:30","Kowboykool","Hot "
"58:32","Gdinky","bro just got rocked"
"58:35","scottintrabartolo","USC rank 23"
"58:42","OHIO STATE","bad year for us is 10-2 a bad year for michigan is 7-5 we are not the same "
"58:48","corey rowden","you know that huty"
"58:50","corey rowden","hurt"
"58:51","Jeremy B Lügenbuhl ","Nobody beat them "
"58:53","ifhl75","that's what you got to do if your USC"
"58:57","MRBUCKNUTZ","😂"
"59:08","Mike Fort","That screen is STILL fucking them."
"59:12","ifhl75","that will make you a little paranoid in the pocket"
"59:17","Mike Fort","Illinois eat their fucking lunch with that screen in the first half."
"59:31","Jeremy B Lügenbuhl ","Wow"
"59:40","Kowboykool","Smh "
"59:47","Mike","If this IL QB was decent USC would be in trouble "
"59:57","343Films","altmeyer should be better than this by now lol"
"59:57","Adog Productionz","shut the hail up"
"1:00:06","ifhl75","Kaka Jones kind of an effing name is that"
"1:00:08","OHIO STATE","wide right "
"1:00:12","Kenny Johnson University","they were running the ball just fine then stopped. i dont understand coaches"
"1:00:14","Mike Fort","Altmeyer is a pretty good QB."
"1:00:19","PepeJTrumpHFW","Take the points!!"
"52:29","OHIO STATE","until you win 9 in a row we can handle it "
"52:30","Mike Fort","Underwood is the truth. The offensive playcalling in 3 of the 4 games was trash though."
"52:32","iwannatalktosamson","osu only football program who cries after getting beat and try to write laws against the others celebrating...saughft"
"52:39","Mike Fort","We have won 9 in a row."
"52:46","Mike Fort","By the way. You never have."
"52:53","MRBUCKNUTZ","Underwood has no receivers"
"52:53","Jeremy B Lügenbuhl ","California deserves better than Kendrick considering the hip hop talent "
"52:54","343Films","@Mike Fort you know you own your rival when they pretend not to care anymore as they vandalize all their signs on campus😂"
"52:54","Mike Fort","Longest streak in the series is 9 and that's us."
"53:10","iwannatalktosamson","adog, you funny dog"
"53:13","OHIO STATE","well it sure did feel like after all those ass whoopins "
"53:22","Mike Fort","@343Films haha yeah they ""say"" they don't, but evidence to the contrary"
"53:24","MRBUCKNUTZ","8-4 Bud"
"53:42","MRBUCKNUTZ","The cheaters"
"53:50","OHIO STATE","asterisk "
"53:51","Jeremy B Lügenbuhl ","You think it’s Cal vs USc in natty? Revenge of west coast "
"53:53","PepeJTrumpHFW","Let's go I-L-L-I-N-I!"
"53:59","MRBUCKNUTZ","sCum"
"54:01","Mike Fort","You mention 2100+ days in a row without a suckeye win and they go ""b-b-b-but natty! your just another game!"""
"54:14","OHIO STATE","your only natty in the last however many years doesn’t even count haha "
"54:20","Adog Productionz","thanks brother"
"54:21","BGPlanz","absolutely not Jeremy"
"54:24","Wet Willy ","Let’s gooo Trojans! "
"54:28","Mike Fort","That was me intentionally using the wrong form of your/you're, because that fanbase is legitimately retarded."
"54:31","Kowboykool","I’m just messing with yall osu fans I have yall beating Mich in 2029 "
"54:35","DashTheEsper","National Championship: Washington State vs. Oregon State"
"54:37","Mike Fort","If you need evidence, just look in here."
"54:43","Jeremy B Lügenbuhl ","So CU vs BYU natty"
"54:46","MRBUCKNUTZ","So whats the excuse gonna be when you lose this year oh we went 8-4!!!"
"54:54","OHIO STATE","then your coaches couldn’t handle it like a man and ran away "
"55:06","MRBUCKNUTZ","lol"
"55:09","Mike Fort","These are the people so hopped up on meth, they need a buddy to help them spell a 4 letter word."
"55:12","OHIO STATE","softest university in michigan "
"55:19","Mike Fort","O-H!...um...little help here?"
"55:32","MRBUCKNUTZ","They had to cheat after getti g spanked for 2 decades"
"55:34","Mike Fort","Oh yeah...I-O?"
"55:37","Mike Fort","Thanks I forgot."
"55:57","BGPlanz","put the Iowa and indiana game up on here after this Jay"
"55:58","Jeremy B Lügenbuhl ","USC vs Oregon natty?"
"56:01","Mike Fort","Suckeyes calling anyone else a cheat is hilarious."
"56:07","343Films","Jim Harbaugh went to coach one of the best qbs in the nfl. Not rocket science"
"56:08","Mike Fort","You have the fucking vacates to prove it."
"56:22","Mito","USC is buns"
"56:28","Mike","thought that was going to be a hospital pass"
"56:29","OHIO STATE","nah it’s not rocket science he ran "
"56:47","MRBUCKNUTZ","Michigan 8-4 incoming"
"56:51","Mike Fort","Shit, I need a better 3rd game to watch on my other screen."
"56:53","Lucas Mccarty","Harbaugh def ran lol"
"56:57","Mike Fort","Notre Dame is just running a train on the pigs."
"46:49","DashTheEsper","Ohio State the team is great but Ohio State the youtube commenter is just a shit-stirrer"
"46:57","Mike Fort","Plus these fuckers put mayonnaise on chicken."
"47:01","Mike Fort","And call it ""white sauce"""
"47:03","Mike Fort","Fuck that."
"47:05","MRBUCKNUTZ","Osu wins & Bitchigan goes 8-4"
"47:09","Crimson CB Tide","@Mike Fort have you been to dream land or archibalds in tuscaloosa?"
"47:16","Kowboykool","It was the yr before then we came to the shoe and claimed are land "
"47:17","TN #1Defense SEC 🍊🍊","lol"
"47:18","OHIO STATE","8-4 like the whole 2010s "
"47:23","Mike Fort","Yes and Dreamland fucking licks."
"47:29","Big Homielander","he's still mad? 😂"
"47:31","Mike Fort","I heard they switched ownership since I've been though."
"47:32","UrbanLegend2k11","ohhh that Alabama white sauce tho"
"47:38","TN #1Defense SEC 🍊🍊","pitt"
"47:41","Mito","Lincoln Riley you ARE a UCF knight after this season"
"47:59","Jeremy B Lügenbuhl ","USC is top 3?"
"48:07","Ironlionm4n","he a playa hata lmao"
"48:08","corey rowden","wtf lol that ball boy about to get whooped"
"48:25","MRBUCKNUTZ","They know it beating osu is all they can say after getting manhandled for 2 decades lol"
"48:34","Jeremy B Lügenbuhl ","USC OSU Houston? "
"48:39","Jeremy B Lügenbuhl ","Top 3"
"49:05","OHIO STATE","there natty is playing us . we have bigger fish to fry "
"49:13","Mike Fort","It's still watching those dimwits at Virginia rush the field .2 seconds after the FSU guy dropped the ball."
"49:19","MRBUCKNUTZ","lol"
"49:30","Mike Fort","Poor WR got trampled like he was a shitty bullfighter."
"49:45","Kowboykool","Will osu final beat the mighty wolverines in 2025 ?"
"50:02","OHIO STATE","book it put your house and whole savings on it "
"50:05","Mike Fort","nope"
"50:09","Jeremy B Lügenbuhl ","Michigan will win again "
"50:15","KHAS","Miami Boyz 🙌🏽"
"50:20","Mike Fort","They lost last year in the toilet bowl to a cancer patient walk-on QB."
"50:39","MRBUCKNUTZ","They will lose this year and hide hell 8-4 is nothing to cheer bout they will play in the ooddles 0 noodles 🍜"
"50:46","Jeremy B Lügenbuhl ","They beat Nebraska so OSU should be cake walk "
"50:50","OHIO STATE","and then went on to win the natty "
"50:50","Mike Fort","Now they go against one of the most prestigious HS recruits, at the Big House."
"50:51","YmbDan","UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw"
"50:53","iwannatalktosamson","🙋"
"51:02","Mike Fort","With a team that's considerably worse than last year, against one that's better."
"51:06","343Films","Michigan clears. ryan day can't function vs them. he literally freezes up"
"51:10","OHIO STATE","they like to skip that part though"
"51:15","iwannatalktosamson","GO DUCKS!! Tonight will be EPIC!!"
"51:24","Jeremy B Lügenbuhl ","Ryan day bets against himself "
"51:39","Adog Productionz","ducks? more like SUCKS"
"51:40","Jeremy B Lügenbuhl ","Then sends in scrubs "
"51:42","MRBUCKNUTZ","Lol the Skunk weasel's"
"51:43","Mike Fort","It's not a rivalry anymore, they don't care. They haven't won since Star Wars was still in theaters, so now they say they don't care."
"52:00","Kowboykool","Ngl underwood > sayin yall cooked again smh "
"52:15","Adog Productionz","Mustard"
"52:21","MRBUCKNUTZ","lol 4yrs mike you got dominated fir 20 yrs"
"43:21","Jeremy B Lügenbuhl ","The best bbq places got massage too "
"43:21","MRBUCKNUTZ","Kc bbq is dry as heck"
"43:24","UrbanLegend2k11","fr Terry Blacks in Austin fire"
"43:24","bubbles","ive never had bad bbq lol"
"43:29","Mike","I prefer Texas BBQ but both are fantastic"
"43:31","Jeremy B Lügenbuhl ","That’s how you know it’s good "
"43:31","Mike Fort","Texas has the best barbecue. They just get discounted because they can't make a sauce at gunpoint."
"44:02","bubbles","texas is dry rub right"
"44:06","Jeremy B Lügenbuhl ","Terry blacks is not as liked as another place there "
"44:11","Koffi A","Z. Branch still plays for USC?"
"44:13","OHIO STATE","y’all don’t like talking football in here because your favorite teams stink "
"44:15","Mike Fort","Having said that, if you love barbecue and can get to Memphis for that Memphis in May thing, do it."
"44:18","OHIO STATE","go bucks #1 "
"44:19","contentdenied","Dry rub BBQ > sauce BBQ"
"44:21","OHIO STATE","bow down "
"44:22","Jeremy B Lügenbuhl ","I forget the name tho they down the street from each other "
"44:22","Mike Fort","Yeah dry rub is more common there."
"44:35","Geeks and Greeks","Illinois is going to bulldoze USC in the second half"
"44:38","Crimson CB Tide","ingrams always ready to bust out of those suits"
"44:39","MRBUCKNUTZ","Bucks #1"
"44:49","AC","these guys are women"
"44:50","UrbanLegend2k11","that Egyptian spot in Austin is Hella good too"
"44:55","AC","they argue like women"
"45:08","OHIO STATE","raise your hand 🙋 if your favorite team is undefeated "
"45:10","Mike Fort","The main joint in Austin is Franlin's."
"45:10","Adog Productionz","you complain like women"
"45:13","Jeremy B Lügenbuhl ","The Phoenician ? "
"45:15","Big Homielander","he's so mad. 😂"
"45:19","AC","go bucks"
"45:21","Mike Fort","Aaron Franklin is one of the barbecue daddies."
"45:31","Kowboykool","Oklahoma flag still planted at the shoe ?"
"45:40","Dylan Nielsen","🙋"
"45:46","AC","no "
"45:50","OHIO STATE","oklahoma haven’t been relevant in so long not even comparable "
"45:55","Mike Fort","Imagine having such a small dick that you have to chest thump your team at the halftime of other games."
"46:00","MRBUCKNUTZ","Buckeyes still defending champions,"
"46:01","TN #1Defense SEC 🍊🍊","pork chops looking bad"
"46:07","Mike","damn Notre Dame Beating down Arkansas like they stole something "
"46:07","eric t","the sec should kick arkansas out of the conference"
"46:11","Mike Fort","Tennessee has some underrated BBQ."
"46:11","AC","my dick is average man come on."
"46:15","Terrence Busby (Terrence209)","@OHIO STATE I bet you are a Browns FANS TOO"
"46:20","OHIO STATE","plus the year after that they got the same treatment at home "
"46:27","Jeremy B Lügenbuhl ","Green mesquite "
"46:32","Kowboykool","Osu hasn’t beat mich in some time now "
"46:33","TN #1Defense SEC 🍊🍊","#1 Bbq state"
"46:43","Mike Fort","The southern state with the worst BBQ IMO is Alabama. I have yet to go to a legit joint in Bama and I have lots of family there."
"46:48","Jeremy B Lügenbuhl ","I know you know what I’m talking bout "
"37:04","Troy Gomes","Skyline Chilli looks disgusting. I don't get."
"37:20","Mike Fort","All Cincinnati chili is nasty."
"37:21","Mauro Cendejas","been a dodger fan my whole life never been to dodger stadium but I think I will try next year"
"37:39","Mike Fort","Skyline, Goldstar, all of it."
"37:45","Jeremy B Lügenbuhl ","They pride themselves on being nasty "
"37:46","Mike Fort","Go to Texas if you want legit chili."
"37:47","Jose M Gomez","Derricck Henry sux"
"37:49","bubbles","best chili is chili macs in st louis"
"38:01","Troy Gomes","@Mike Fort Absolutely"
"38:15","Lucas Mccarty","I make the best chili. You're all wrong"
"38:19","DashTheEsper","3rd 14:23 Cincinnati 20 Kansas 13, Halftime #16 Georgia Tech 3 Wake Forest 17, 2nd 0:19 Louisville 17 Pittsburgh 26, 3rd 14:37 Rutgers 21 Minnesota 14, 2nd 4:43 Utah State 14 #18 Vanderbilt 14"
"38:23","Jeremy B Lügenbuhl ","Best chile is in New Mexico "
"38:41","eric t","how about those seminoles?"
"38:44","Troy Gomes","I don't want cinnamon or nutmeg in my chilli. "
"38:49","Mike Fort","Never been to New Mexico, but I've been to pretty much every state around it."
"38:55","Mike Fort","haha true Troy"
"38:56","Jeremy B Lügenbuhl ","Chile rellenos "
"39:00","Lucas Mccarty","The ole Semiholes"
"39:00","Kaycee Demaree","Jose m gomez sux"
"39:10","Mike","I was only pointing out that Atchie doesn't look that good yet"
"39:11","silly billy","Best chili is in Tulsa. Ike’s Chili Parlor"
"39:13","Jeremy B Lügenbuhl ","Red chile smothered burritos "
"39:21","Mike","maybe he gets better"
"39:33","Mike Fort","There was a joint in the Metroplex that uses habanero and cayenne. Not for the feint of stomach."
"39:48","Lucas Mccarty","Ikes chili taste like ass"
"39:53","bubbles","some like it hot"
"39:59","Jeremy B Lügenbuhl ","The chile in New Mexico more mild than anything "
"40:01","Keith Kerr","Hatch Green Chilis"
"40:05","Mike Fort","If it doesn't burn on the way out it ain't real fuckin chili."
"40:09","bubbles","where is metroplex"
"40:16","Mike Fort","DFW"
"40:24","Jeremy B Lügenbuhl ","Nutmeg will get you high af "
"40:25","Mike Fort","Dallas-Fort Worth area is call the Metroplex"
"40:34","bubbles","oh ok"
"40:36","Mike Fort","called*"
"40:44","bubbles","never been there"
"40:54","Adog Productionz","erm"
"40:57","Mike Fort","I guess if you haven't been there you might not know. I lived in Irving for a few years."
"40:58","Jeremy B Lügenbuhl ","Dallas kinda mid ngl "
"41:15","Adog Productionz","shut up Jeremy"
"41:15","Mike Fort","Dallas has some good barbecue joints."
"41:21","Jeremy B Lügenbuhl ","Same with Amarillo, kinda mid "
"41:24","PepeJTrumpHFW","Cool hand Luke!"
"41:24","Mike Fort","There's a place called Mike Anderson's. Quality Q."
"42:13","Adog Productionz","mike fort? more like Mike's short"
"42:22","bubbles","ive heard dallas bbq good but never tried it. i always go to kc for bbq"
"42:22","Jeremy B Lügenbuhl ","South central got better barbaque"
"42:38","Mike Fort","You can tell what the best barbecue joints are. When the closing time is ""when we run out"", it's good."
"43:00","DashTheEsper","They say KC has best BBQ, I don't have no favs"
"32:45","Mike Fort","On a neutral field I probably take USC but not on the road."
"32:51","Mike","USC going to have to play better to be seen as a top 3 "
"33:02","Jeremy B Lügenbuhl ","USC is top 3"
"33:04","Keith Kerr","Mike thinks Mike is the best. Who let me out here?"
"33:05","The 40","Inclined good scrabble word.."
"33:05","PepeJTrumpHFW","Let's see a Hail Mary!"
"33:06","djgonzoPhD","mike do you like the dodgers?"
"33:08","Lucas Mccarty","top 3? lol"
"33:09","The 40","😂"
"33:11","Jeremy B Lügenbuhl ","CU is top 2"
"33:14","Bryan Robinson","Jill is cute"
"33:15","PepeJTrumpHFW","oops"
"33:19","Mike Fort","That's why I have @USC our 2nd toughest game. Los Angeles is 3000 fuckin miles away."
"33:23","The 40","🙋🏽‍♂TTYL"
"33:25","Mike Fort","ehhhh I don't follow baseball much"
"33:26","Eric Harrington","4 verts"
"33:31","Demetrice Williams","stop talking to them stupid refs "
"33:39","Mike Fort","I'm rooting for the Tigers but I'd be lying if I said I watched one Tigers game this year."
"33:42","PepeJTrumpHFW","I thought they were going to try a hail Mary."
"33:43","Kowboykool","Imma go talk ish to Arkansas so fans be back second half "
"33:46","djgonzoPhD","you should mike"
"33:48","Jose M Gomez","USC is gonna put up 35+"
"33:51","bubbles","why isnt drive thru spaghetti more common"
"33:58","Jeremy B Lügenbuhl ","CU top 2? "
"34:03","Mike Fort","My knowledge of the Dodgers is that I hear their hot dogs are the best."
"34:03","djgonzoPhD","see you mike "
"34:13","Demetrice Williams","horrible last minute of the half "
"34:16","Mike Fort","And those pepper dogs outside the Coliseum are awesome."
"34:18","Keith Kerr","bubbles it's about profit potential"
"34:24","Mike Fort","I have no clue what they're called."
"34:26","Jose M Gomez","Dodger dog is the best"
"34:31","Mike","Eli the last of the real Mannings "
"34:32","Mike Fort","But they have those grilled hot dogs with peppers and shit."
"34:33","James Monroe","Dodger stadium is a nightmare, Ilive in LA"
"34:40","bubbles","oh ok"
"34:50","Jeremy B Lügenbuhl ","BYJews playing at Folsom field today "
"35:15","Jose M Gomez","Dodger Stadium is not for wimps like you...lol"
"35:17","Jeremy B Lügenbuhl ","Will CU prove top 2 today? "
"35:32","Keith Kerr","What, is idiot a team sport.? You don't know what the dogs at Dodger Stadium are called?"
"35:58","Mike Fort","The ones I'm talking about are outside the Coliseum."
"36:02","Jose M Gomez","Dodger Dogs"
"36:04","Mike Fort","Not sure if it's the same thing."
"36:21","bubbles","cat dogs"
"36:25","Mike Fort","I've been to the Coliseum. I've never been to Dodgers stadium."
"36:38","Jose M Gomez","Dodger Dogs remind me of my Penis...lol"
"36:42","Mike Fort","Baseball just isn't my thing."
